po_id,supplier_id,material_id,quantity,unit_cost,total_cost,order_date,expected_delivery,actual_delivery,status
PO-1003,SUP-007,MAT-020,225,21.67,4875.75,2024-03-12,2024-03-20,2024-03-20,delivered
PO-0910,SUP-007,MAT-022,145,18.6,2697.0,2024-03-12,2024-03-20,2024-03-20,delivered
PO-0994,SUP-007,MAT-020,222,21.34,4737.48,2024-03-13,2024-03-21,2024-03-21,delivered
PO-0803,SUP-005,MAT-014,1486,4.44,6597.84,2024-03-13,2024-03-18,2024-03-19,delivered
PO-0246,SUP-002,MAT-005,163,93.32,15211.16,2024-03-13,2024-04-03,2024-04-11,delivered
PO-1029,SUP-008,MAT-023,389,6.36,2474.04,2024-03-15,2024-03-19,2024-03-27,delivered
PO-1046,SUP-008,MAT-025,1272,2.07,2633.04,2024-03-15,2024-03-19,2024-03-20,delivered
PO-0650,SUP-004,MAT-013,64,62.48,3998.72,2024-03-18,2024-03-25,2024-03-26,delivered
PO-0015,SUP-001,MAT-004,248,43.17,10706.16,2024-03-18,2024-04-01,2024-04-01,delivered
PO-0788,SUP-005,MAT-016,139,7.8,1084.2,2024-03-18,2024-03-25,2024-03-25,delivered
PO-0240,SUP-002,MAT-006,81,78.41,6351.21,2024-03-18,2024-04-08,2024-04-08,delivered
PO-0518,SUP-004,MAT-011,47,121.52,5711.44,2024-03-18,2024-03-25,2024-03-26,delivered
PO-1132,SUP-008,MAT-024,92,14.44,1328.48,2024-03-19,2024-03-25,2024-03-26,delivered
PO-1135,SUP-008,MAT-024,94,14.88,1398.72,2024-03-20,2024-03-25,2024-03-26,delivered
PO-0853,SUP-006,MAT-019,33,42.74,1410.42,2024-03-20,2024-04-08,2024-04-09,delivered
PO-1061,SUP-008,MAT-025,1315,1.91,2511.65,2024-03-20,2024-03-25,2024-03-26,delivered
PO-0965,SUP-007,MAT-020,166,22.83,3789.78,2024-03-21,2024-03-29,2024-03-29,delivered
PO-0125,SUP-001,MAT-004,228,46.23,10540.44,2024-03-21,2024-04-04,2024-04-05,delivered
PO-0769,SUP-005,MAT-014,1648,4.6,7580.8,2024-03-22,2024-03-27,2024-03-27,delivered
PO-0366,SUP-003,MAT-008,224,30.6,6854.4,2024-03-22,2024-04-01,2024-04-02,delivered
PO-0966,SUP-007,MAT-022,159,17.77,2825.43,2024-03-22,2024-04-01,2024-04-09,delivered
PO-0556,SUP-004,MAT-011,67,116.19,7784.73,2024-03-25,2024-04-01,2024-04-02,delivered
PO-0775,SUP-005,MAT-014,1701,4.49,7637.49,2024-03-25,2024-04-01,2024-04-02,delivered
PO-0833,SUP-006,MAT-019,35,40.85,1429.75,2024-03-25,2024-04-12,2024-04-12,delivered
PO-0866,SUP-006,MAT-019,41,40.56,1662.96,2024-03-25,2024-04-12,2024-04-12,delivered
PO-0802,SUP-005,MAT-014,1576,4.6,7249.6,2024-03-25,2024-04-01,2024-04-01,delivered
PO-0727,SUP-005,MAT-016,132,7.72,1019.04,2024-03-26,2024-04-01,2024-04-01,delivered
PO-0980,SUP-007,MAT-022,123,17.73,2180.79,2024-03-27,2024-04-04,2024-04-05,delivered
PO-0806,SUP-005,MAT-015,702,12.32,8648.64,2024-03-27,2024-04-01,2024-04-02,delivered
PO-0744,SUP-005,MAT-016,128,7.76,993.28,2024-03-27,2024-04-01,2024-04-02,delivered
PO-0492,SUP-003,MAT-008,272,32.59,8864.48,2024-03-27,2024-04-08,2024-04-09,delivered
PO-0487,SUP-003,MAT-009,168,28.27,4749.36,2024-03-27,2024-04-08,2024-04-08,delivered
PO-0787,SUP-005,MAT-014,1214,4.51,5475.14,2024-03-27,2024-04-01,2024-04-01,delivered
PO-0974,SUP-007,MAT-021,153,28.55,4368.15,2024-03-29,2024-04-08,2024-04-09,delivered
PO-0618,SUP-004,MAT-013,64,67.53,4321.92,2024-03-29,2024-04-05,2024-04-08,delivered
PO-0363,SUP-003,MAT-009,158,27.47,4340.26,2024-03-29,2024-04-08,2024-04-08,delivered
PO-0131,SUP-001,MAT-003,23,470.19,10814.37,2024-03-29,2024-04-12,2024-04-12,delivered
PO-0859,SUP-006,MAT-018,41,53.47,2192.27,2024-03-29,2024-04-16,2024-04-16,delivered
PO-0094,SUP-001,MAT-002,50,709.02,35451.0,2024-04-01,2024-04-15,2024-04-16,delivered
PO-0818,SUP-006,MAT-019,43,42.77,1839.11,2024-04-01,2024-04-19,2024-04-22,delivered
PO-0373,SUP-003,MAT-009,204,28.65,5844.6,2024-04-01,2024-04-11,2024-04-12,delivered
PO-0290,SUP-002,MAT-005,156,92.94,14498.64,2024-04-01,2024-04-22,2024-04-22,delivered
PO-0117,SUP-001,MAT-003,22,468.74,10312.28,2024-04-01,2024-04-15,2024-04-15,delivered
PO-0074,SUP-001,MAT-003,33,499.35,16478.55,2024-04-01,2024-04-15,2024-04-15,delivered
PO-1094,SUP-008,MAT-024,184,15.67,2883.28,2024-04-01,2024-04-05,2024-04-05,delivered
PO-1032,SUP-008,MAT-023,712,6.78,4827.36,2024-04-02,2024-04-08,2024-04-08,delivered
PO-0459,SUP-003,MAT-009,190,29.27,5561.3,2024-04-02,2024-04-12,2024-04-12,delivered
PO-0084,SUP-001,MAT-003,26,486.32,12644.32,2024-04-02,2024-04-16,2024-04-16,delivered
PO-0542,SUP-004,MAT-013,77,67.59,5204.43,2024-04-03,2024-04-10,2024-04-11,delivered
PO-0753,SUP-005,MAT-016,142,8.19,1162.98,2024-04-04,2024-04-09,2024-04-09,delivered
PO-0209,SUP-002,MAT-005,171,98.23,16797.33,2024-04-05,2024-04-26,2024-04-29,delivered
PO-1010,SUP-008,MAT-025,1445,2.09,3020.05,2024-04-05,2024-04-09,2024-04-09,delivered
PO-1199,SUP-008,MAT-025,1664,2.08,3461.12,2024-04-08,2024-04-12,2024-04-12,delivered
PO-0138,SUP-001,MAT-001,16,862.54,13800.64,2024-04-08,2024-04-22,2024-04-22,delivered
PO-0537,SUP-004,MAT-011,78,114.35,8919.3,2024-04-08,2024-04-15,2024-04-15,delivered
PO-0762,SUP-005,MAT-015,486,12.51,6079.86,2024-04-08,2024-04-15,2024-04-16,delivered
PO-0371,SUP-003,MAT-009,80,26.75,2140.0,2024-04-08,2024-04-18,2024-04-18,delivered
PO-1079,SUP-008,MAT-024,128,14.56,1863.68,2024-04-09,2024-04-15,2024-04-15,delivered
PO-0013,SUP-001,MAT-001,28,887.08,24838.24,2024-04-09,2024-04-23,2024-04-23,delivered
PO-0409,SUP-003,MAT-008,192,33.39,6410.88,2024-04-09,2024-04-19,2024-04-22,delivered
PO-0728,SUP-005,MAT-014,1146,4.69,5374.74,2024-04-10,2024-04-15,2024-04-16,delivered
PO-1073,SUP-008,MAT-023,649,6.44,4179.56,2024-04-11,2024-04-15,2024-04-16,delivered
PO-0840,SUP-006,MAT-018,87,53.74,4675.38,2024-04-11,2024-04-29,2024-04-29,delivered
PO-0137,SUP-001,MAT-004,254,43.86,11140.44,2024-04-12,2024-04-26,2024-04-29,delivered
PO-0798,SUP-005,MAT-015,454,12.17,5525.18,2024-04-15,2024-04-22,2024-04-23,delivered
PO-0272,SUP-002,MAT-007,154,67.16,10342.64,2024-04-15,2024-05-06,2024-05-06,delivered
PO-0648,SUP-004,MAT-012,57,184.57,10520.49,2024-04-15,2024-04-22,2024-04-23,delivered
PO-0083,SUP-001,MAT-003,41,488.52,20029.32,2024-04-15,2024-04-29,2024-04-29,delivered
PO-0774,SUP-005,MAT-016,129,7.6,980.4,2024-04-15,2024-04-22,2024-04-22,delivered
PO-0241,SUP-002,MAT-005,140,93.06,13028.4,2024-04-16,2024-05-07,2024-05-07,delivered
PO-0561,SUP-004,MAT-013,67,65.82,4409.94,2024-04-16,2024-04-23,2024-04-23,delivered
PO-0749,SUP-005,MAT-015,815,12.49,10179.35,2024-04-17,2024-04-22,2024-04-22,delivered
PO-0955,SUP-007,MAT-020,194,22.07,4281.58,2024-04-17,2024-04-25,2024-04-26,delivered
PO-0687,SUP-005,MAT-015,439,12.07,5298.73,2024-04-17,2024-04-22,2024-04-23,delivered
PO-0678,SUP-005,MAT-016,144,7.71,1110.24,2024-04-17,2024-04-22,2024-04-23,delivered
PO-1072,SUP-008,MAT-023,578,6.38,3687.64,2024-04-17,2024-04-22,2024-04-22,delivered
PO-0984,SUP-007,MAT-020,234,22.2,5194.8,2024-04-18,2024-04-26,2024-04-29,delivered
PO-0933,SUP-007,MAT-022,90,18.76,1688.4,2024-04-18,2024-04-26,2024-04-29,delivered
PO-1187,SUP-008,MAT-023,654,6.76,4421.04,2024-04-19,2024-04-23,2024-04-23,delivered
PO-0337,SUP-002,MAT-005,122,97.69,11918.18,2024-04-19,2024-05-10,2024-05-13,delivered
PO-0651,SUP-004,MAT-013,71,62.18,4414.78,2024-04-22,2024-04-29,2024-04-29,delivered
PO-0090,SUP-001,MAT-001,52,827.12,43010.24,2024-04-22,2024-05-06,2024-05-07,delivered
PO-0461,SUP-003,MAT-008,208,30.44,6331.52,2024-04-22,2024-05-02,2024-05-03,delivered
PO-0770,SUP-005,MAT-015,603,11.63,7012.89,2024-04-24,2024-04-29,2024-04-30,delivered
PO-0719,SUP-005,MAT-016,139,7.96,1106.44,2024-04-24,2024-04-29,2024-04-30,delivered
PO-1066,SUP-008,MAT-023,695,6.19,4302.05,2024-04-25,2024-04-29,2024-04-30,delivered
PO-1150,SUP-008,MAT-024,171,15.73,2689.83,2024-04-25,2024-04-29,2024-04-30,delivered
PO-0195,SUP-002,MAT-006,117,80.86,9460.62,2024-04-25,2024-05-16,2024-05-16,delivered
PO-0754,SUP-005,MAT-014,1602,4.72,7561.44,2024-04-25,2024-04-30,2024-05-01,delivered
PO-0476,SUP-003,MAT-010,422,18.44,7781.68,2024-04-26,2024-05-06,2024-05-07,delivered
PO-0144,SUP-001,MAT-002,67,729.52,48877.84,2024-04-29,2024-05-13,2024-05-14,delivered
PO-0621,SUP-004,MAT-013,110,63.8,7018.0,2024-04-29,2024-05-06,2024-05-07,delivered
PO-1191,SUP-008,MAT-025,1119,2.04,2282.76,2024-04-29,2024-05-03,2024-05-03,delivered
PO-0605,SUP-004,MAT-011,45,116.25,5231.25,2024-04-29,2024-05-06,2024-05-07,delivered
PO-0046,SUP-001,MAT-002,45,732.88,32979.6,2024-04-30,2024-05-14,2024-05-14,delivered
PO-0567,SUP-004,MAT-012,36,171.8,6184.8,2024-04-30,2024-05-07,2024-05-07,delivered
PO-0795,SUP-005,MAT-014,1556,4.45,6924.2,2024-05-01,2024-05-06,2024-05-07,delivered
PO-0885,SUP-006,MAT-018,60,52.85,3171.0,2024-05-01,2024-05-20,2024-05-21,delivered
PO-1065,SUP-008,MAT-024,98,14.38,1409.24,2024-05-01,2024-05-06,2024-05-07,delivered
PO-0920,SUP-007,MAT-022,119,18.51,2202.69,2024-05-02,2024-05-10,2024-05-10,delivered
PO-0509,SUP-004,MAT-011,64,116.37,7447.68,2024-05-02,2024-05-09,2024-05-10,delivered
PO-0692,SUP-005,MAT-017,1145,3.11,3560.95,2024-05-03,2024-05-08,2024-05-09,delivered
PO-1014,SUP-008,MAT-025,688,2.08,1431.04,2024-05-03,2024-05-07,2024-05-07,delivered
PO-0385,SUP-003,MAT-009,209,27.32,5709.88,2024-05-06,2024-05-16,2024-05-17,delivered
PO-0215,SUP-002,MAT-005,156,91.23,14231.88,2024-05-06,2024-05-27,2024-05-28,delivered
PO-0729,SUP-005,MAT-014,1541,4.49,6919.09,2024-05-06,2024-05-13,2024-05-14,delivered
PO-0599,SUP-004,MAT-011,39,123.27,4807.53,2024-05-06,2024-05-13,2024-05-14,delivered
PO-0996,SUP-007,MAT-022,115,17.24,1982.6,2024-05-06,2024-05-14,2024-05-14,delivered
PO-0825,SUP-006,MAT-019,52,41.18,2141.36,2024-05-06,2024-05-24,2024-05-24,delivered
PO-0780,SUP-005,MAT-017,1182,3.32,3924.24,2024-05-06,2024-05-13,2024-05-14,delivered
PO-0657,SUP-004,MAT-013,72,63.13,4545.36,2024-05-08,2024-05-15,2024-05-16,delivered
PO-0746,SUP-005,MAT-017,1187,3.26,3869.62,2024-05-08,2024-05-13,2024-05-13,delivered
PO-1051,SUP-008,MAT-023,574,6.81,3908.94,2024-05-09,2024-05-13,2024-05-13,delivered
PO-0679,SUP-005,MAT-014,1477,4.55,6720.35,2024-05-09,2024-05-14,2024-05-15,delivered
PO-0439,SUP-003,MAT-009,168,27.32,4589.76,2024-05-10,2024-05-20,2024-05-21,delivered
PO-0579,SUP-004,MAT-013,79,62.28,4920.12,2024-05-10,2024-05-17,2024-05-17,delivered
PO-0265,SUP-002,MAT-006,77,77.92,5999.84,2024-05-10,2024-05-31,2024-06-03,delivered
PO-0644,SUP-004,MAT-011,53,119.99,6359.47,2024-05-13,2024-05-20,2024-05-21,delivered
PO-0066,SUP-001,MAT-002,64,741.33,47445.12,2024-05-13,2024-05-27,2024-05-28,delivered
PO-1164,SUP-008,MAT-023,423,6.82,2884.86,2024-05-13,2024-05-17,2024-05-17,delivered
PO-0045,SUP-001,MAT-001,32,866.33,27722.56,2024-05-13,2024-05-27,2024-05-27,delivered
PO-0748,SUP-005,MAT-017,537,3.12,1675.44,2024-05-13,2024-05-20,2024-05-21,delivered
PO-0971,SUP-007,MAT-022,87,18.57,1615.59,2024-05-13,2024-05-21,2024-05-22,delivered
PO-0892,SUP-007,MAT-021,123,28.48,3503.04,2024-05-13,2024-05-21,2024-05-27,delivered
PO-0004,SUP-001,MAT-004,212,45.25,9593.0,2024-05-13,2024-05-27,2024-05-28,delivered
PO-0708,SUP-005,MAT-017,812,3.17,2574.04,2024-05-13,2024-05-20,2024-05-21,delivered
PO-0202,SUP-002,MAT-005,176,90.26,15885.76,2024-05-13,2024-06-03,2024-06-04,delivered
PO-0953,SUP-007,MAT-020,179,22.24,3980.96,2024-05-14,2024-05-22,2024-05-22,delivered
PO-0671,SUP-004,MAT-013,41,67.66,2774.06,2024-05-14,2024-05-21,2024-05-22,delivered
PO-1186,SUP-008,MAT-024,174,15.35,2670.9,2024-05-17,2024-05-21,2024-05-21,delivered
PO-0661,SUP-004,MAT-013,88,68.04,5987.52,2024-05-20,2024-05-27,2024-05-27,delivered
PO-0323,SUP-002,MAT-006,122,77.83,9495.26,2024-05-20,2024-06-10,2024-06-11,delivered
PO-0836,SUP-006,MAT-018,81,52.46,4249.26,2024-05-20,2024-06-07,2024-06-07,delivered
PO-0681,SUP-005,MAT-015,599,11.72,7020.28,2024-05-20,2024-05-27,2024-05-28,delivered
PO-0566,SUP-004,MAT-011,58,116.83,6776.14,2024-05-20,2024-05-27,2024-05-28,delivered
PO-1179,SUP-008,MAT-023,545,6.38,3477.1,2024-05-20,2024-05-24,2024-05-24,delivered
PO-0301,SUP-002,MAT-005,131,97.52,12775.12,2024-05-20,2024-06-10,2024-06-10,delivered
PO-0660,SUP-004,MAT-011,61,120.0,7320.0,2024-05-21,2024-05-28,2024-05-29,delivered
PO-1148,SUP-008,MAT-023,570,6.32,3602.4,2024-05-21,2024-05-27,2024-05-27,delivered
PO-0218,SUP-002,MAT-005,154,97.97,15087.38,2024-05-21,2024-06-11,2024-06-12,delivered
PO-0309,SUP-002,MAT-007,129,66.57,8587.53,2024-05-22,2024-06-12,2024-06-13,delivered
PO-0261,SUP-002,MAT-005,155,96.38,14938.9,2024-05-22,2024-06-12,2024-06-12,delivered
PO-0119,SUP-001,MAT-002,43,749.41,32224.63,2024-05-23,2024-06-06,2024-06-06,delivered
PO-0308,SUP-002,MAT-006,97,80.9,7847.3,2024-05-23,2024-06-13,2024-06-14,delivered
PO-0533,SUP-004,MAT-011,67,121.97,8171.99,2024-05-24,2024-05-31,2024-06-03,delivered
PO-0752,SUP-005,MAT-014,823,4.64,3818.72,2024-05-24,2024-05-29,2024-05-30,delivered
PO-1045,SUP-008,MAT-025,1113,2.06,2292.78,2024-05-24,2024-05-28,2024-05-28,delivered
PO-0238,SUP-002,MAT-005,114,94.79,10806.06,2024-05-27,2024-06-17,2024-06-17,delivered
PO-0210,SUP-002,MAT-006,57,75.28,4290.96,2024-05-27,2024-06-17,2024-06-17,delivered
PO-1050,SUP-008,MAT-023,457,6.75,3084.75,2024-05-27,2024-05-31,2024-05-31,delivered
PO-0021,SUP-001,MAT-001,26,835.81,21731.06,2024-05-27,2024-06-10,2024-06-10,delivered
PO-0181,SUP-001,MAT-003,29,497.18,14418.22,2024-05-27,2024-06-10,2024-06-11,delivered
PO-0784,SUP-005,MAT-017,901,3.19,2874.19,2024-05-27,2024-06-03,2024-06-04,delivered
PO-0726,SUP-005,MAT-014,1342,4.42,5931.64,2024-05-27,2024-06-03,2024-06-04,delivered
PO-0201,SUP-002,MAT-007,109,66.15,7210.35,2024-05-27,2024-06-17,2024-06-18,delivered
PO-0989,SUP-007,MAT-020,91,21.78,1981.98,2024-05-27,2024-06-04,2024-06-04,delivered
PO-0958,SUP-007,MAT-021,162,27.69,4485.78,2024-05-27,2024-06-04,2024-06-05,delivered
PO-0879,SUP-006,MAT-018,86,56.2,4833.2,2024-05-27,2024-06-14,2024-06-17,delivered
PO-0835,SUP-006,MAT-019,50,43.4,2170.0,2024-05-28,2024-06-17,2024-06-17,delivered
PO-0183,SUP-001,MAT-004,243,43.03,10456.29,2024-05-28,2024-06-11,2024-06-11,delivered
PO-0630,SUP-004,MAT-012,50,183.93,9196.5,2024-05-28,2024-06-04,2024-06-04,delivered
PO-1064,SUP-008,MAT-023,509,6.82,3471.38,2024-05-28,2024-06-03,2024-06-03,delivered
PO-0988,SUP-007,MAT-021,99,27.99,2771.01,2024-05-29,2024-06-06,2024-06-06,delivered
PO-0347,SUP-002,MAT-006,131,79.0,10349.0,2024-05-29,2024-06-19,2024-06-19,delivered
PO-0642,SUP-004,MAT-013,77,65.62,5052.74,2024-05-29,2024-06-05,2024-06-05,delivered
PO-0834,SUP-006,MAT-019,66,42.47,2803.02,2024-05-29,2024-06-17,2024-06-18,delivered
PO-0053,SUP-001,MAT-004,259,43.08,11157.72,2024-05-30,2024-06-13,2024-06-13,delivered
PO-0471,SUP-003,MAT-009,217,28.22,6123.74,2024-05-30,2024-06-10,2024-06-11,delivered
PO-0054,SUP-001,MAT-002,44,700.67,30829.48,2024-05-30,2024-06-13,2024-06-18,delivered
PO-0956,SUP-007,MAT-021,178,29.08,5176.24,2024-05-31,2024-06-10,2024-06-11,delivered
PO-0893,SUP-007,MAT-021,163,26.85,4376.55,2024-06-03,2024-06-11,2024-06-12,delivered
PO-1188,SUP-008,MAT-025,1621,2.09,3387.89,2024-06-03,2024-06-07,2024-06-10,delivered
PO-0374,SUP-003,MAT-009,235,27.56,6476.6,2024-06-03,2024-06-13,2024-06-14,delivered
PO-0862,SUP-006,MAT-019,61,43.2,2635.2,2024-06-03,2024-06-21,2024-06-21,delivered
PO-0861,SUP-006,MAT-019,45,40.87,1839.15,2024-06-03,2024-06-21,2024-06-21,delivered
PO-0356,SUP-002,MAT-006,94,74.97,7047.18,2024-06-03,2024-06-24,2024-06-25,delivered
PO-0362,SUP-003,MAT-008,207,33.05,6841.35,2024-06-03,2024-06-13,2024-06-13,delivered
PO-0693,SUP-005,MAT-014,2104,4.68,9846.72,2024-06-04,2024-06-10,2024-06-10,delivered
PO-0070,SUP-001,MAT-002,56,710.52,39789.12,2024-06-04,2024-06-18,2024-06-18,delivered
PO-0259,SUP-002,MAT-006,95,74.3,7058.5,2024-06-04,2024-06-25,2024-06-26,delivered
PO-0558,SUP-004,MAT-011,61,119.51,7290.11,2024-06-05,2024-06-12,2024-06-13,delivered
PO-0357,SUP-002,MAT-006,120,78.42,9410.4,2024-06-05,2024-06-26,2024-06-27,delivered
PO-0198,SUP-002,MAT-007,120,66.82,8018.4,2024-06-05,2024-06-26,2024-06-27,delivered
PO-0324,SUP-002,MAT-005,91,98.27,8942.57,2024-06-06,2024-06-27,2024-06-27,delivered
PO-0856,SUP-006,MAT-019,50,40.3,2015.0,2024-06-06,2024-06-24,2024-07-04,delivered
PO-0995,SUP-007,MAT-022,77,17.15,1320.55,2024-06-07,2024-06-17,2024-06-18,delivered
PO-0281,SUP-002,MAT-005,167,90.83,15168.61,2024-06-07,2024-06-28,2024-07-01,delivered
PO-0977,SUP-007,MAT-020,177,21.03,3722.31,2024-06-10,2024-06-18,2024-06-19,delivered
PO-0722,SUP-005,MAT-017,1044,3.35,3497.4,2024-06-10,2024-06-17,2024-06-17,delivered
PO-0764,SUP-005,MAT-016,155,8.19,1269.45,2024-06-10,2024-06-17,2024-06-18,delivered
PO-0285,SUP-002,MAT-005,178,92.11,16395.58,2024-06-10,2024-07-01,2024-07-02,delivered
PO-0463,SUP-003,MAT-009,217,27.45,5956.65,2024-06-12,2024-06-24,2024-06-24,delivered
PO-0235,SUP-002,MAT-007,92,62.5,5750.0,2024-06-12,2024-07-03,2024-07-03,delivered
PO-0902,SUP-007,MAT-020,255,22.78,5808.9,2024-06-12,2024-06-20,2024-06-20,delivered
PO-1068,SUP-008,MAT-025,1304,1.97,2568.88,2024-06-12,2024-06-17,2024-06-18,delivered
PO-0258,SUP-002,MAT-006,89,77.87,6930.43,2024-06-13,2024-07-04,2024-07-04,delivered
PO-0318,SUP-002,MAT-006,94,78.16,7347.04,2024-06-13,2024-07-04,2024-07-04,delivered
PO-1181,SUP-008,MAT-025,1514,2.06,3118.84,2024-06-13,2024-06-17,2024-06-17,delivered
PO-0777,SUP-005,MAT-014,1814,4.38,7945.32,2024-06-17,2024-06-24,2024-06-25,delivered
PO-0391,SUP-003,MAT-009,205,27.66,5670.3,2024-06-17,2024-06-27,2024-07-08,delivered
PO-1167,SUP-008,MAT-025,1208,1.98,2391.84,2024-06-17,2024-06-21,2024-06-21,delivered
PO-0550,SUP-004,MAT-013,98,63.27,6200.46,2024-06-17,2024-06-24,2024-06-25,delivered
PO-0758,SUP-005,MAT-016,114,7.62,868.68,2024-06-17,2024-06-24,2024-06-24,delivered
PO-0627,SUP-004,MAT-011,61,114.78,7001.58,2024-06-18,2024-06-25,2024-06-25,delivered
PO-0952,SUP-007,MAT-022,111,17.33,1923.63,2024-06-18,2024-06-26,2024-06-27,delivered
PO-0364,SUP-003,MAT-010,195,18.87,3679.65,2024-06-19,2024-07-01,2024-07-02,delivered
PO-0462,SUP-003,MAT-008,185,32.43,5999.55,2024-06-19,2024-07-01,2024-07-08,delivered
PO-0103,SUP-001,MAT-002,48,754.86,36233.28,2024-06-19,2024-07-03,2024-07-03,delivered
PO-0783,SUP-005,MAT-017,614,3.17,1946.38,2024-06-20,2024-06-25,2024-06-25,delivered
PO-0926,SUP-007,MAT-021,136,28.75,3910.0,2024-06-20,2024-06-28,2024-07-01,delivered
PO-0715,SUP-005,MAT-017,871,3.21,2795.91,2024-06-20,2024-06-25,2024-07-03,delivered
PO-0456,SUP-003,MAT-009,201,27.89,5605.89,2024-06-21,2024-07-01,2024-07-02,delivered
PO-0720,SUP-005,MAT-017,666,3.33,2217.78,2024-06-24,2024-07-01,2024-07-01,delivered
PO-1155,SUP-008,MAT-024,111,15.69,1741.59,2024-06-24,2024-06-28,2024-07-01,delivered
PO-0570,SUP-004,MAT-012,36,177.14,6377.04,2024-06-24,2024-07-01,2024-07-02,delivered
PO-0516,SUP-004,MAT-011,61,122.85,7493.85,2024-06-26,2024-07-03,2024-07-04,delivered
PO-0631,SUP-004,MAT-012,60,187.06,11223.6,2024-06-27,2024-07-04,2024-07-05,delivered
PO-1039,SUP-008,MAT-023,474,6.44,3052.56,2024-06-27,2024-07-01,2024-07-01,delivered
PO-0123,SUP-001,MAT-004,217,42.91,9311.47,2024-06-28,2024-07-12,2024-07-15,delivered
PO-0602,SUP-004,MAT-012,61,178.02,10859.22,2024-06-28,2024-07-05,2024-07-08,delivered
PO-1088,SUP-008,MAT-024,150,14.47,2170.5,2024-06-28,2024-07-02,2024-07-03,delivered
PO-0182,SUP-001,MAT-002,49,706.59,34622.91,2024-06-28,2024-07-12,2024-07-15,delivered
PO-0016,SUP-001,MAT-001,38,829.49,31520.62,2024-07-01,2024-07-15,2024-07-15,delivered
PO-0124,SUP-001,MAT-001,40,821.16,32846.4,2024-07-01,2024-07-15,2024-07-16,delivered
PO-0268,SUP-002,MAT-006,122,75.72,9237.84,2024-07-01,2024-07-22,2024-07-22,delivered
PO-0603,SUP-004,MAT-011,72,121.73,8764.56,2024-07-01,2024-07-08,2024-07-08,delivered
PO-0426,SUP-003,MAT-010,294,17.46,5133.24,2024-07-01,2024-07-11,2024-07-11,delivered
PO-0791,SUP-005,MAT-017,926,3.22,2981.72,2024-07-01,2024-07-08,2024-07-08,delivered
PO-0155,SUP-001,MAT-003,28,483.67,13542.76,2024-07-01,2024-07-15,2024-07-15,delivered
PO-0008,SUP-001,MAT-003,31,482.56,14959.36,2024-07-01,2024-07-15,2024-07-16,delivered
PO-0804,SUP-005,MAT-014,1130,4.4,4972.0,2024-07-01,2024-07-08,2024-07-09,delivered
PO-0881,SUP-006,MAT-018,62,53.77,3333.74,2024-07-01,2024-07-19,2024-07-26,delivered
PO-0059,SUP-001,MAT-002,57,721.3,41114.1,2024-07-02,2024-07-16,2024-07-16,delivered
PO-0410,SUP-003,MAT-008,206,33.0,6798.0,2024-07-02,2024-07-12,2024-07-15,delivered
PO-0864,SUP-006,MAT-018,61,57.21,3489.81,2024-07-02,2024-07-22,2024-07-22,delivered
PO-0229,SUP-002,MAT-006,116,80.42,9328.72,2024-07-03,2024-07-24,2024-07-25,delivered
PO-0262,SUP-002,MAT-006,73,74.7,5453.1,2024-07-03,2024-07-24,2024-07-24,delivered
PO-1141,SUP-008,MAT-025,1527,2.06,3145.62,2024-07-05,2024-07-09,2024-07-09,delivered
PO-0962,SUP-007,MAT-022,139,18.32,2546.48,2024-07-08,2024-07-16,2024-07-22,delivered
PO-0683,SUP-005,MAT-015,421,12.1,5094.1,2024-07-08,2024-07-15,2024-07-15,delivered
PO-0807,SUP-005,MAT-015,487,11.78,5736.86,2024-07-08,2024-07-15,2024-07-16,delivered
PO-0433,SUP-003,MAT-009,117,29.28,3425.76,2024-07-08,2024-07-18,2024-07-19,delivered
PO-0480,SUP-003,MAT-008,248,32.49,8057.52,2024-07-08,2024-07-18,2024-07-22,delivered
PO-1095,SUP-008,MAT-023,673,6.4,4307.2,2024-07-08,2024-07-12,2024-07-15,delivered
PO-1030,SUP-008,MAT-023,516,6.41,3307.56,2024-07-08,2024-07-12,2024-07-12,delivered
PO-0546,SUP-004,MAT-011,71,125.55,8914.05,2024-07-08,2024-07-15,2024-07-26,delivered
PO-0389,SUP-003,MAT-009,158,27.51,4346.58,2024-07-09,2024-07-19,2024-07-19,delivered
PO-0751,SUP-005,MAT-014,1684,4.28,7207.52,2024-07-10,2024-07-15,2024-07-16,delivered
PO-0101,SUP-001,MAT-003,29,470.52,13645.08,2024-07-10,2024-07-24,2024-07-25,delivered
PO-0636,SUP-004,MAT-013,85,63.89,5430.65,2024-07-10,2024-07-17,2024-07-17,delivered
PO-0230,SUP-002,MAT-007,125,62.24,7780.0,2024-07-10,2024-07-31,2024-08-01,delivered
PO-0903,SUP-007,MAT-021,204,27.95,5701.8,2024-07-11,2024-07-19,2024-07-19,delivered
PO-1142,SUP-008,MAT-023,511,6.63,3387.93,2024-07-11,2024-07-15,2024-07-15,delivered
PO-0142,SUP-001,MAT-002,55,727.47,40010.85,2024-07-12,2024-07-26,2024-07-29,delivered
PO-0068,SUP-001,MAT-004,286,44.0,12584.0,2024-07-12,2024-07-26,2024-07-26,delivered
PO-1173,SUP-008,MAT-024,143,14.27,2040.61,2024-07-15,2024-07-19,2024-07-19,delivered
PO-0597,SUP-004,MAT-013,52,66.74,3470.48,2024-07-15,2024-07-22,2024-07-26,delivered
