line_id,order_id,product_id,quantity,unit_price,line_total
LINE-003451,ORD-01550,PROD-009,4,2416.89,9667.56
LINE-003452,ORD-01551,PROD-003,2,1401.81,2803.62
LINE-003453,ORD-01551,PROD-016,1,383.75,383.75
LINE-003454,ORD-01551,PROD-011,1,1630.12,1630.12
LINE-003455,ORD-01551,PROD-010,1,833.52,833.52
LINE-003456,ORD-01552,PROD-018,10,1462.11,14621.1
LINE-003457,ORD-01552,PROD-001,10,3150.0,31500.0
LINE-003458,ORD-01553,PROD-017,1,2067.38,2067.38
LINE-003459,ORD-01553,PROD-004,1,2615.63,2615.63
LINE-003460,ORD-01554,PROD-001,1,3188.31,3188.31
LINE-003461,ORD-01555,PROD-014,1,418.05,418.05
LINE-003462,ORD-01555,PROD-013,1,659.87,659.87
LINE-003463,ORD-01556,PROD-002,1,4515.7,4515.7
LINE-003464,ORD-01556,PROD-018,1,1471.74,1471.74
LINE-003465,ORD-01557,PROD-008,1,3459.97,3459.97
LINE-003466,ORD-01558,PROD-011,10,1624.09,16240.9
LINE-003467,ORD-01559,PROD-001,1,3242.14,3242.14
LINE-003468,ORD-01559,PROD-018,1,1471.96,1471.96
LINE-003469,ORD-01560,PROD-002,2,4555.09,9110.18
LINE-003470,ORD-01560,PROD-008,2,3554.85,7109.7
LINE-003471,ORD-01560,PROD-005,2,2855.43,5710.86
LINE-003472,ORD-01560,PROD-004,2,2590.71,5181.42
LINE-003473,ORD-01561,PROD-003,1,1412.38,1412.38
LINE-003474,ORD-01561,PROD-012,1,979.47,979.47
LINE-003475,ORD-01561,PROD-009,2,2426.55,4853.1
LINE-003476,ORD-01562,PROD-001,10,3142.43,31424.3
LINE-003477,ORD-01562,PROD-003,10,1377.63,13776.3
LINE-003478,ORD-01563,PROD-001,2,3155.5,6311.0
LINE-003479,ORD-01563,PROD-010,2,854.57,1709.14
LINE-003480,ORD-01564,PROD-001,1,3197.38,3197.38
LINE-003481,ORD-01564,PROD-001,1,3202.18,3202.18
LINE-003482,ORD-01565,PROD-008,4,3548.57,14194.28
LINE-003483,ORD-01565,PROD-014,2,427.8,855.6
LINE-003484,ORD-01565,PROD-005,2,2773.97,5547.94
LINE-003485,ORD-01565,PROD-008,5,3569.01,17845.05
LINE-003486,ORD-01566,PROD-015,2,775.44,1550.88
LINE-003487,ORD-01566,PROD-008,1,3511.29,3511.29
LINE-003488,ORD-01567,PROD-014,2,423.99,847.98
LINE-003489,ORD-01567,PROD-002,2,4454.1,8908.2
LINE-003490,ORD-01567,PROD-014,6,414.06,2484.36
LINE-003491,ORD-01568,PROD-002,1,4442.03,4442.03
LINE-003492,ORD-01568,PROD-011,2,1583.83,3167.66
LINE-003493,ORD-01568,PROD-001,2,3164.66,6329.32
LINE-003494,ORD-01568,PROD-012,1,980.44,980.44
LINE-003495,ORD-01569,PROD-016,1,383.59,383.59
LINE-003496,ORD-01569,PROD-010,6,857.86,5147.16
LINE-003497,ORD-01569,PROD-014,4,426.86,1707.44
LINE-003498,ORD-01570,PROD-009,2,2367.74,4735.48
LINE-003499,ORD-01570,PROD-018,1,1426.87,1426.87
LINE-003500,ORD-01571,PROD-015,4,773.1,3092.4
LINE-003501,ORD-01571,PROD-018,6,1476.23,8857.38
LINE-003502,ORD-01572,PROD-009,2,2432.73,4865.46
LINE-003503,ORD-01572,PROD-018,2,1454.86,2909.72
LINE-003504,ORD-01572,PROD-011,1,1597.43,1597.43
LINE-003505,ORD-01573,PROD-012,2,988.03,1976.06
LINE-003506,ORD-01574,PROD-005,1,2840.91,2840.91
LINE-003507,ORD-01574,PROD-011,2,1603.49,3206.98
LINE-003508,ORD-01575,PROD-012,1,964.47,964.47
LINE-003509,ORD-01575,PROD-016,1,382.3,382.3
LINE-003510,ORD-01576,PROD-004,1,2606.86,2606.86
LINE-003511,ORD-01576,PROD-001,1,3204.66,3204.66
LINE-003512,ORD-01577,PROD-011,1,1591.44,1591.44
LINE-003513,ORD-01577,PROD-016,2,383.85,767.7
LINE-003514,ORD-01577,PROD-014,2,425.61,851.22
LINE-003515,ORD-01578,PROD-017,2,2113.9,4227.8
LINE-003516,ORD-01578,PROD-018,2,1446.71,2893.42
LINE-003517,ORD-01578,PROD-010,2,844.79,1689.58
LINE-003518,ORD-01578,PROD-003,1,1377.06,1377.06
LINE-003519,ORD-01579,PROD-016,4,379.06,1516.24
LINE-003520,ORD-01580,PROD-012,1,985.38,985.38
LINE-003521,ORD-01581,PROD-002,2,4558.5,9117.0
LINE-003522,ORD-01581,PROD-010,1,864.65,864.65
LINE-003523,ORD-01582,PROD-001,1,3258.48,3258.48
LINE-003524,ORD-01582,PROD-013,2,640.59,1281.18
LINE-003525,ORD-01583,PROD-008,10,3443.96,34439.6
LINE-003526,ORD-01583,PROD-003,3,1417.18,4251.54
LINE-003527,ORD-01584,PROD-011,1,1596.97,1596.97
LINE-003528,ORD-01584,PROD-012,1,981.03,981.03
LINE-003529,ORD-01585,PROD-004,5,2596.46,12982.3
LINE-003530,ORD-01586,PROD-008,3,3475.28,10425.84
LINE-003531,ORD-01586,PROD-001,5,3195.6,15978.0
LINE-003532,ORD-01586,PROD-009,8,2357.25,18858.0
LINE-003533,ORD-01586,PROD-015,4,775.45,3101.8
LINE-003534,ORD-01587,PROD-007,2,1920.45,3840.9
LINE-003535,ORD-01587,PROD-007,1,1899.57,1899.57
LINE-003536,ORD-01588,PROD-006,6,2177.74,13066.44
LINE-003537,ORD-01588,PROD-015,2,793.3,1586.6
LINE-003538,ORD-01588,PROD-007,3,1886.46,5659.38
LINE-003539,ORD-01589,PROD-010,10,841.06,8410.6
LINE-003540,ORD-01589,PROD-006,2,2226.19,4452.38
LINE-003541,ORD-01589,PROD-003,10,1374.88,13748.8
LINE-003542,ORD-01590,PROD-009,3,2438.7,7316.1
LINE-003543,ORD-01590,PROD-003,8,1419.18,11353.44
LINE-003544,ORD-01591,PROD-002,3,4509.68,13529.04
LINE-003545,ORD-01591,PROD-017,2,2118.77,4237.54
LINE-003546,ORD-01592,PROD-014,4,423.13,1692.52
LINE-003547,ORD-01592,PROD-002,1,4497.6,4497.6
LINE-003548,ORD-01593,PROD-016,4,373.48,1493.92
LINE-003549,ORD-01594,PROD-014,2,413.83,827.66
LINE-003550,ORD-01595,PROD-001,1,3219.5,3219.5
LINE-003551,ORD-01595,PROD-009,1,2406.08,2406.08
LINE-003552,ORD-01595,PROD-016,4,382.8,1531.2
LINE-003553,ORD-01595,PROD-003,2,1397.18,2794.36
LINE-003554,ORD-01596,PROD-002,2,4475.03,8950.06
LINE-003555,ORD-01596,PROD-009,3,2392.83,7178.49
LINE-003556,ORD-01596,PROD-004,10,2599.88,25998.8
LINE-003557,ORD-01597,PROD-002,2,4470.68,8941.36
LINE-003558,ORD-01597,PROD-018,1,1467.05,1467.05
LINE-003559,ORD-01598,PROD-002,1,4494.21,4494.21
LINE-003560,ORD-01598,PROD-010,2,849.99,1699.98
LINE-003561,ORD-01599,PROD-016,6,376.05,2256.3
LINE-003562,ORD-01599,PROD-006,10,2217.72,22177.2
LINE-003563,ORD-01600,PROD-007,3,1863.9,5591.7
LINE-003564,ORD-01601,PROD-001,1,3197.56,3197.56
LINE-003565,ORD-01601,PROD-015,4,768.92,3075.68
LINE-003566,ORD-01601,PROD-010,1,856.87,856.87
LINE-003567,ORD-01602,PROD-005,8,2774.54,22196.32
LINE-003568,ORD-01603,PROD-004,1,2559.01,2559.01
LINE-003569,ORD-01604,PROD-003,2,1391.19,2782.38
LINE-003570,ORD-01604,PROD-009,2,2365.45,4730.9
LINE-003571,ORD-01605,PROD-004,2,2605.21,5210.42
LINE-003572,ORD-01605,PROD-002,2,4513.46,9026.92
LINE-003573,ORD-01606,PROD-012,1,961.32,961.32
LINE-003574,ORD-01606,PROD-004,1,2626.61,2626.61
LINE-003575,ORD-01607,PROD-015,2,794.29,1588.58
LINE-003576,ORD-01607,PROD-008,3,3458.87,10376.61
LINE-003577,ORD-01608,PROD-005,5,2814.38,14071.9
LINE-003578,ORD-01608,PROD-009,2,2375.49,4750.98
LINE-003579,ORD-01609,PROD-006,2,2195.16,4390.32
LINE-003580,ORD-01610,PROD-015,2,790.32,1580.64
LINE-003581,ORD-01610,PROD-001,8,3256.7,26053.6
LINE-003582,ORD-01610,PROD-005,10,2753.36,27533.6
LINE-003583,ORD-01611,PROD-001,2,3163.67,6327.34
LINE-003584,ORD-01612,PROD-009,1,2396.36,2396.36
LINE-003585,ORD-01613,PROD-002,5,4522.04,22610.2
LINE-003586,ORD-01613,PROD-004,10,2648.87,26488.7
LINE-003587,ORD-01614,PROD-010,1,851.45,851.45
LINE-003588,ORD-01615,PROD-004,10,2604.93,26049.3
LINE-003589,ORD-01615,PROD-005,6,2828.11,16968.66
LINE-003590,ORD-01615,PROD-013,1,643.58,643.58
LINE-003591,ORD-01615,PROD-001,5,3174.21,15871.05
LINE-003592,ORD-01616,PROD-007,3,1913.95,5741.85
LINE-003593,ORD-01616,PROD-002,3,4489.54,13468.62
LINE-003594,ORD-01617,PROD-018,5,1456.73,7283.65
LINE-003595,ORD-01617,PROD-012,8,980.34,7842.72
LINE-003596,ORD-01617,PROD-017,8,2087.03,16696.24
LINE-003597,ORD-01618,PROD-009,1,2411.54,2411.54
LINE-003598,ORD-01618,PROD-005,1,2755.93,2755.93
LINE-003599,ORD-01618,PROD-017,2,2066.86,4133.72
LINE-003600,ORD-01619,PROD-017,1,2080.51,2080.51
LINE-003601,ORD-01620,PROD-008,2,3496.61,6993.22
LINE-003602,ORD-01620,PROD-008,1,3553.43,3553.43
LINE-003603,ORD-01621,PROD-015,4,788.49,3153.96
LINE-003604,ORD-01621,PROD-001,2,3209.67,6419.34
LINE-003605,ORD-01621,PROD-014,4,425.58,1702.32
LINE-003606,ORD-01621,PROD-001,1,3251.08,3251.08
LINE-003607,ORD-01622,PROD-010,1,841.26,841.26
LINE-003608,ORD-01622,PROD-009,1,2433.18,2433.18
LINE-003609,ORD-01622,PROD-005,2,2766.79,5533.58
LINE-003610,ORD-01622,PROD-002,1,4484.82,4484.82
LINE-003611,ORD-01623,PROD-007,8,1889.91,15119.28
LINE-003612,ORD-01623,PROD-018,5,1461.34,7306.7
LINE-003613,ORD-01623,PROD-004,4,2640.09,10560.36
LINE-003614,ORD-01623,PROD-010,8,843.0,6744.0
LINE-003615,ORD-01624,PROD-018,2,1471.01,2942.02
LINE-003616,ORD-01625,PROD-017,5,2061.12,10305.6
LINE-003617,ORD-01625,PROD-015,6,793.9,4763.4
LINE-003618,ORD-01625,PROD-007,5,1934.67,9673.35
LINE-003619,ORD-01626,PROD-005,1,2806.16,2806.16
LINE-003620,ORD-01626,PROD-004,1,2554.72,2554.72
LINE-003621,ORD-01627,PROD-002,2,4428.31,8856.62
LINE-003622,ORD-01628,PROD-002,3,4588.37,13765.11
LINE-003623,ORD-01628,PROD-017,8,2102.9,16823.2
LINE-003624,ORD-01629,PROD-003,2,1399.42,2798.84
LINE-003625,ORD-01629,PROD-003,1,1419.64,1419.64
LINE-003626,ORD-01629,PROD-017,2,2123.35,4246.7
LINE-003627,ORD-01630,PROD-013,4,652.3,2609.2
LINE-003628,ORD-01631,PROD-017,1,2106.61,2106.61
LINE-003629,ORD-01631,PROD-004,1,2579.86,2579.86
LINE-003630,ORD-01632,PROD-012,1,974.51,974.51
LINE-003631,ORD-01632,PROD-013,2,653.87,1307.74
LINE-003632,ORD-01632,PROD-008,1,3543.08,3543.08
LINE-003633,ORD-01632,PROD-008,2,3515.21,7030.42
LINE-003634,ORD-01633,PROD-002,1,4428.9,4428.9
LINE-003635,ORD-01633,PROD-008,2,3555.63,7111.26
LINE-003636,ORD-01634,PROD-012,1,963.88,963.88
LINE-003637,ORD-01635,PROD-001,1,3262.95,3262.95
LINE-003638,ORD-01636,PROD-017,1,2077.42,2077.42
LINE-003639,ORD-01636,PROD-017,1,2061.34,2061.34
LINE-003640,ORD-01637,PROD-017,1,2135.52,2135.52
LINE-003641,ORD-01637,PROD-003,1,1414.7,1414.7
LINE-003642,ORD-01637,PROD-015,4,765.62,3062.48
LINE-003643,ORD-01638,PROD-002,8,4472.29,35778.32
LINE-003644,ORD-01639,PROD-010,1,849.27,849.27
LINE-003645,ORD-01639,PROD-013,1,656.93,656.93
LINE-003646,ORD-01639,PROD-018,2,1448.0,2896.0
LINE-003647,ORD-01640,PROD-015,4,777.27,3109.08
LINE-003648,ORD-01640,PROD-010,8,857.3,6858.4
LINE-003649,ORD-01641,PROD-009,6,2374.27,14245.62
LINE-003650,ORD-01641,PROD-015,4,785.42,3141.68
LINE-003651,ORD-01642,PROD-012,2,971.08,1942.16
LINE-003652,ORD-01643,PROD-002,1,4419.14,4419.14
LINE-003653,ORD-01643,PROD-012,1,962.99,962.99
LINE-003654,ORD-01643,PROD-015,4,786.96,3147.84
LINE-003655,ORD-01643,PROD-014,6,419.74,2518.44
LINE-003656,ORD-01644,PROD-006,1,2159.45,2159.45
LINE-003657,ORD-01644,PROD-015,2,777.17,1554.34
LINE-003658,ORD-01644,PROD-016,4,378.49,1513.96
LINE-003659,ORD-01645,PROD-004,1,2600.04,2600.04
LINE-003660,ORD-01645,PROD-004,2,2624.36,5248.72
LINE-003661,ORD-01646,PROD-018,8,1426.19,11409.52
LINE-003662,ORD-01646,PROD-017,6,2101.82,12610.92
LINE-003663,ORD-01647,PROD-003,1,1395.26,1395.26
LINE-003664,ORD-01648,PROD-004,2,2592.6,5185.2
LINE-003665,ORD-01648,PROD-013,4,653.45,2613.8
LINE-003666,ORD-01649,PROD-014,2,415.8,831.6
LINE-003667,ORD-01649,PROD-015,1,790.65,790.65
LINE-003668,ORD-01650,PROD-008,1,3446.33,3446.33
LINE-003669,ORD-01650,PROD-003,1,1396.99,1396.99
LINE-003670,ORD-01651,PROD-013,4,654.6,2618.4
LINE-003671,ORD-01651,PROD-002,1,4496.09,4496.09
LINE-003672,ORD-01651,PROD-017,1,2109.09,2109.09
LINE-003673,ORD-01651,PROD-017,1,2081.21,2081.21
LINE-003674,ORD-01652,PROD-010,4,862.14,3448.56
LINE-003675,ORD-01652,PROD-012,10,972.19,9721.9
LINE-003676,ORD-01652,PROD-012,3,980.52,2941.56
LINE-003677,ORD-01653,PROD-002,2,4443.36,8886.72
LINE-003678,ORD-01654,PROD-011,1,1571.93,1571.93
LINE-003679,ORD-01654,PROD-005,2,2803.98,5607.96
LINE-003680,ORD-01654,PROD-004,1,2566.56,2566.56
LINE-003681,ORD-01655,PROD-002,1,4433.45,4433.45
LINE-003682,ORD-01655,PROD-017,1,2070.07,2070.07
LINE-003683,ORD-01655,PROD-009,1,2407.29,2407.29
LINE-003684,ORD-01656,PROD-005,10,2798.38,27983.8
LINE-003685,ORD-01657,PROD-015,2,780.05,1560.1
LINE-003686,ORD-01658,PROD-009,1,2357.71,2357.71
LINE-003687,ORD-01659,PROD-014,1,424.31,424.31
LINE-003688,ORD-01659,PROD-008,1,3500.53,3500.53
LINE-003689,ORD-01659,PROD-018,1,1475.44,1475.44
LINE-003690,ORD-01660,PROD-014,6,418.44,2510.64
LINE-003691,ORD-01661,PROD-003,5,1404.09,7020.45
LINE-003692,ORD-01661,PROD-017,4,2108.54,8434.16
LINE-003693,ORD-01662,PROD-015,4,770.77,3083.08
LINE-003694,ORD-01662,PROD-001,1,3239.1,3239.1
LINE-003695,ORD-01662,PROD-004,1,2605.7,2605.7
LINE-003696,ORD-01663,PROD-002,1,4508.31,4508.31
LINE-003697,ORD-01663,PROD-004,1,2632.58,2632.58
LINE-003698,ORD-01664,PROD-009,4,2447.63,9790.52
LINE-003699,ORD-01665,PROD-015,2,765.72,1531.44
LINE-003700,ORD-01665,PROD-010,1,838.28,838.28
LINE-003701,ORD-01665,PROD-010,1,854.45,854.45
LINE-003702,ORD-01666,PROD-005,1,2846.63,2846.63
LINE-003703,ORD-01666,PROD-001,1,3203.95,3203.95
LINE-003704,ORD-01667,PROD-016,6,382.36,2294.16
LINE-003705,ORD-01668,PROD-015,1,791.53,791.53
LINE-003706,ORD-01668,PROD-012,1,996.72,996.72
LINE-003707,ORD-01668,PROD-016,2,386.76,773.52
LINE-003708,ORD-01668,PROD-014,2,422.09,844.18
LINE-003709,ORD-01669,PROD-001,1,3199.83,3199.83
LINE-003710,ORD-01669,PROD-012,1,970.58,970.58
LINE-003711,ORD-01670,PROD-015,4,770.75,3083.0
LINE-003712,ORD-01670,PROD-017,6,2088.82,12532.92
LINE-003713,ORD-01670,PROD-004,5,2589.72,12948.6
LINE-003714,ORD-01671,PROD-010,1,835.02,835.02
LINE-003715,ORD-01671,PROD-002,2,4420.1,8840.2
LINE-003716,ORD-01672,PROD-010,1,865.21,865.21
LINE-003717,ORD-01672,PROD-003,1,1393.58,1393.58
LINE-003718,ORD-01673,PROD-002,10,4477.93,44779.3
LINE-003719,ORD-01673,PROD-002,4,4563.06,18252.24
LINE-003720,ORD-01674,PROD-009,8,2356.92,18855.36
LINE-003721,ORD-01675,PROD-005,1,2827.68,2827.68
LINE-003722,ORD-01676,PROD-014,2,421.4,842.8
LINE-003723,ORD-01676,PROD-001,1,3252.93,3252.93
LINE-003724,ORD-01676,PROD-005,1,2839.79,2839.79
LINE-003725,ORD-01676,PROD-007,2,1881.47,3762.94
LINE-003726,ORD-01677,PROD-004,2,2574.65,5149.3
LINE-003727,ORD-01677,PROD-013,4,650.61,2602.44
LINE-003728,ORD-01677,PROD-001,1,3232.0,3232.0
LINE-003729,ORD-01678,PROD-001,1,3230.24,3230.24
LINE-003730,ORD-01678,PROD-016,6,374.24,2245.44
LINE-003731,ORD-01678,PROD-017,1,2069.81,2069.81
LINE-003732,ORD-01679,PROD-006,1,2208.63,2208.63
LINE-003733,ORD-01679,PROD-014,2,416.49,832.98
LINE-003734,ORD-01679,PROD-006,1,2239.34,2239.34
LINE-003735,ORD-01680,PROD-001,10,3181.35,31813.5
LINE-003736,ORD-01681,PROD-007,1,1917.49,1917.49
LINE-003737,ORD-01681,PROD-013,4,661.62,2646.48
LINE-003738,ORD-01682,PROD-014,1,418.68,418.68
LINE-003739,ORD-01682,PROD-009,2,2432.53,4865.06
LINE-003740,ORD-01683,PROD-002,1,4579.45,4579.45
LINE-003741,ORD-01683,PROD-005,1,2835.07,2835.07
LINE-003742,ORD-01684,PROD-018,1,1444.79,1444.79
LINE-003743,ORD-01685,PROD-008,2,3438.1,6876.2
LINE-003744,ORD-01685,PROD-015,2,778.38,1556.76
LINE-003745,ORD-01685,PROD-017,2,2109.21,4218.42
LINE-003746,ORD-01686,PROD-004,8,2565.04,20520.32
LINE-003747,ORD-01686,PROD-014,4,415.93,1663.72
LINE-003748,ORD-01687,PROD-011,2,1583.94,3167.88
LINE-003749,ORD-01688,PROD-011,1,1622.05,1622.05
LINE-003750,ORD-01689,PROD-010,4,850.27,3401.08
LINE-003751,ORD-01689,PROD-016,6,374.94,2249.64
LINE-003752,ORD-01690,PROD-003,10,1387.95,13879.5
LINE-003753,ORD-01691,PROD-009,1,2411.36,2411.36
LINE-003754,ORD-01691,PROD-009,2,2440.72,4881.44
LINE-003755,ORD-01691,PROD-009,2,2377.63,4755.26
LINE-003756,ORD-01691,PROD-016,4,372.65,1490.6
LINE-003757,ORD-01692,PROD-007,1,1880.42,1880.42
LINE-003758,ORD-01692,PROD-001,1,3156.91,3156.91
LINE-003759,ORD-01692,PROD-010,2,846.59,1693.18
LINE-003760,ORD-01692,PROD-012,1,992.52,992.52
LINE-003761,ORD-01693,PROD-005,2,2759.77,5519.54
LINE-003762,ORD-01693,PROD-015,6,794.05,4764.3
LINE-003763,ORD-01693,PROD-008,1,3488.1,3488.1
LINE-003764,ORD-01694,PROD-018,4,1474.61,5898.44
LINE-003765,ORD-01694,PROD-018,3,1462.54,4387.62
LINE-003766,ORD-01695,PROD-012,1,996.87,996.87
LINE-003767,ORD-01695,PROD-001,1,3227.42,3227.42
LINE-003768,ORD-01695,PROD-011,2,1576.39,3152.78
LINE-003769,ORD-01696,PROD-015,2,770.15,1540.3
LINE-003770,ORD-01696,PROD-011,1,1592.89,1592.89
LINE-003771,ORD-01696,PROD-002,2,4519.96,9039.92
LINE-003772,ORD-01697,PROD-010,2,842.56,1685.12
LINE-003773,ORD-01697,PROD-011,1,1599.49,1599.49
LINE-003774,ORD-01697,PROD-015,4,766.81,3067.24
LINE-003775,ORD-01698,PROD-016,4,378.25,1513.0
LINE-003776,ORD-01698,PROD-011,3,1613.94,4841.82
LINE-003777,ORD-01699,PROD-018,1,1458.68,1458.68
LINE-003778,ORD-01699,PROD-005,1,2776.39,2776.39
LINE-003779,ORD-01700,PROD-003,1,1426.17,1426.17
LINE-003780,ORD-01700,PROD-018,1,1451.79,1451.79
LINE-003781,ORD-01700,PROD-008,1,3484.54,3484.54
LINE-003782,ORD-01701,PROD-003,1,1389.31,1389.31
LINE-003783,ORD-01701,PROD-005,1,2811.24,2811.24
LINE-003784,ORD-01702,PROD-013,2,645.13,1290.26
LINE-003785,ORD-01702,PROD-009,2,2401.32,4802.64
LINE-003786,ORD-01702,PROD-013,2,650.77,1301.54
LINE-003787,ORD-01702,PROD-017,4,2121.48,8485.92
LINE-003788,ORD-01703,PROD-013,2,650.79,1301.58
LINE-003789,ORD-01703,PROD-011,2,1604.04,3208.08
LINE-003790,ORD-01704,PROD-005,5,2846.03,14230.15
LINE-003791,ORD-01705,PROD-011,1,1622.99,1622.99
LINE-003792,ORD-01706,PROD-016,4,376.08,1504.32
LINE-003793,ORD-01706,PROD-014,4,419.4,1677.6
LINE-003794,ORD-01706,PROD-003,2,1386.21,2772.42
LINE-003795,ORD-01707,PROD-011,2,1591.05,3182.1
LINE-003796,ORD-01708,PROD-005,5,2804.14,14020.7
LINE-003797,ORD-01709,PROD-004,1,2612.0,2612.0
LINE-003798,ORD-01709,PROD-006,1,2174.64,2174.64
LINE-003799,ORD-01710,PROD-018,2,1428.08,2856.16
LINE-003800,ORD-01711,PROD-006,1,2212.51,2212.51
LINE-003801,ORD-01711,PROD-002,1,4436.0,4436.0
LINE-003802,ORD-01712,PROD-002,2,4490.54,8981.08
LINE-003803,ORD-01712,PROD-012,3,978.31,2934.93
LINE-003804,ORD-01713,PROD-017,10,2128.85,21288.5
LINE-003805,ORD-01713,PROD-013,2,661.64,1323.28
LINE-003806,ORD-01714,PROD-010,1,852.67,852.67
LINE-003807,ORD-01714,PROD-010,2,855.42,1710.84
LINE-003808,ORD-01715,PROD-008,10,3544.56,35445.6
LINE-003809,ORD-01715,PROD-015,6,786.68,4720.08
LINE-003810,ORD-01716,PROD-017,1,2092.65,2092.65
LINE-003811,ORD-01717,PROD-008,1,3493.05,3493.05
LINE-003812,ORD-01717,PROD-013,4,640.08,2560.32
LINE-003813,ORD-01717,PROD-014,4,422.4,1689.6
LINE-003814,ORD-01717,PROD-004,2,2649.4,5298.8
LINE-003815,ORD-01718,PROD-010,2,857.52,1715.04
LINE-003816,ORD-01718,PROD-009,1,2370.59,2370.59
LINE-003817,ORD-01719,PROD-002,1,4458.72,4458.72
LINE-003818,ORD-01719,PROD-018,1,1421.98,1421.98
LINE-003819,ORD-01720,PROD-002,10,4540.43,45404.3
LINE-003820,ORD-01720,PROD-005,3,2839.47,8518.41
LINE-003821,ORD-01720,PROD-013,1,637.44,637.44
LINE-003822,ORD-01720,PROD-017,2,2072.81,4145.62
LINE-003823,ORD-01721,PROD-018,1,1449.85,1449.85
LINE-003824,ORD-01721,PROD-016,2,386.53,773.06
LINE-003825,ORD-01721,PROD-003,1,1385.37,1385.37
LINE-003826,ORD-01721,PROD-004,1,2573.18,2573.18
LINE-003827,ORD-01722,PROD-009,3,2422.47,7267.41
LINE-003828,ORD-01722,PROD-001,5,3181.59,15907.95
LINE-003829,ORD-01723,PROD-013,2,643.82,1287.64
LINE-003830,ORD-01724,PROD-017,5,2127.81,10639.05
LINE-003831,ORD-01724,PROD-004,4,2556.75,10227.0
LINE-003832,ORD-01724,PROD-001,6,3193.5,19161.0
LINE-003833,ORD-01725,PROD-005,1,2782.61,2782.61
LINE-003834,ORD-01725,PROD-016,2,383.06,766.12
LINE-003835,ORD-01726,PROD-007,1,1877.76,1877.76
LINE-003836,ORD-01727,PROD-008,1,3494.83,3494.83
LINE-003837,ORD-01727,PROD-016,1,386.47,386.47
LINE-003838,ORD-01727,PROD-015,6,777.83,4666.98
LINE-003839,ORD-01728,PROD-007,6,1927.9,11567.4
LINE-003840,ORD-01729,PROD-009,2,2428.38,4856.76
LINE-003841,ORD-01729,PROD-003,1,1398.41,1398.41
LINE-003842,ORD-01729,PROD-008,1,3513.32,3513.32
LINE-003843,ORD-01729,PROD-010,1,852.5,852.5
LINE-003844,ORD-01730,PROD-006,1,2198.44,2198.44
LINE-003845,ORD-01730,PROD-016,2,385.29,770.58
LINE-003846,ORD-01730,PROD-014,6,421.71,2530.26
LINE-003847,ORD-01730,PROD-002,1,4570.72,4570.72
LINE-003848,ORD-01731,PROD-003,2,1398.64,2797.28
LINE-003849,ORD-01731,PROD-005,2,2772.74,5545.48
LINE-003850,ORD-01732,PROD-004,1,2590.19,2590.19
LINE-003851,ORD-01732,PROD-001,1,3227.18,3227.18
LINE-003852,ORD-01732,PROD-015,4,783.38,3133.52
LINE-003853,ORD-01733,PROD-007,3,1914.93,5744.79
LINE-003854,ORD-01733,PROD-009,2,2405.11,4810.22
LINE-003855,ORD-01733,PROD-008,3,3490.39,10471.17
LINE-003856,ORD-01734,PROD-017,4,2067.58,8270.32
LINE-003857,ORD-01734,PROD-015,2,785.64,1571.28
LINE-003858,ORD-01734,PROD-016,6,379.7,2278.2
LINE-003859,ORD-01734,PROD-011,8,1598.91,12791.28
LINE-003860,ORD-01735,PROD-018,1,1467.69,1467.69
LINE-003861,ORD-01736,PROD-011,5,1610.13,8050.65
LINE-003862,ORD-01736,PROD-015,2,768.89,1537.78
LINE-003863,ORD-01737,PROD-002,1,4567.59,4567.59
LINE-003864,ORD-01737,PROD-003,1,1415.04,1415.04
LINE-003865,ORD-01737,PROD-011,1,1609.75,1609.75
LINE-003866,ORD-01738,PROD-017,1,2086.0,2086.0
LINE-003867,ORD-01738,PROD-005,1,2761.69,2761.69
LINE-003868,ORD-01738,PROD-005,1,2813.44,2813.44
LINE-003869,ORD-01739,PROD-010,1,843.14,843.14
LINE-003870,ORD-01739,PROD-004,1,2561.21,2561.21
LINE-003871,ORD-01739,PROD-005,1,2841.47,2841.47
LINE-003872,ORD-01740,PROD-017,1,2131.09,2131.09
LINE-003873,ORD-01740,PROD-016,6,377.4,2264.4
LINE-003874,ORD-01740,PROD-003,1,1427.17,1427.17
LINE-003875,ORD-01741,PROD-012,1,970.36,970.36
LINE-003876,ORD-01741,PROD-009,2,2360.39,4720.78
LINE-003877,ORD-01741,PROD-010,1,851.33,851.33
LINE-003878,ORD-01742,PROD-002,1,4428.95,4428.95
LINE-003879,ORD-01742,PROD-016,1,380.14,380.14
LINE-003880,ORD-01743,PROD-010,1,864.44,864.44
LINE-003881,ORD-01743,PROD-016,6,382.59,2295.54
LINE-003882,ORD-01744,PROD-016,6,379.33,2275.98
LINE-003883,ORD-01744,PROD-010,1,863.85,863.85
LINE-003884,ORD-01744,PROD-011,1,1627.15,1627.15
LINE-003885,ORD-01745,PROD-013,4,660.11,2640.44
LINE-003886,ORD-01745,PROD-008,1,3436.7,3436.7
LINE-003887,ORD-01746,PROD-013,2,642.79,1285.58
LINE-003888,ORD-01746,PROD-001,2,3169.42,6338.84
LINE-003889,ORD-01746,PROD-012,1,972.17,972.17
LINE-003890,ORD-01747,PROD-015,2,764.57,1529.14
LINE-003891,ORD-01747,PROD-013,1,660.44,660.44
LINE-003892,ORD-01747,PROD-010,1,847.53,847.53
LINE-003893,ORD-01748,PROD-002,1,4412.59,4412.59
